0.946600	1500.000000
0.000000	281.000000
0.000000	33.000000
0.000000	135.000000
0.000000	30.000000
0.000000	230.000000
0.000000	68.000000
0.000000	58.000000
0.000000	126.000000
0.000000	366.000000
0.000000	37.000000
0.000000	63.000000
0.000000	12.000000
1.000000	979.000000
0.000000	147.000000
1.000000	998.000000
0.000000	237.000000
0.000000	63.000000
0.000000	51.000000
0.000000	60.000000
0.000000	974.000000
0.000000	73.000000
0.000000	29.000000
0.000000	1257.000000
1.000000	949.000000
0.000000	207.000000
0.000000	15.000000
1.000000	910.000000
0.000000	73.000000
0.000000	105.000000
0.000000	173.000000
0.000000	77.000000
0.000000	151.000000
0.000000	105.000000
0.000000	161.000000
0.000000	85.000000
0.000000	70.000000
0.000000	178.000000
0.000000	136.000000
0.685400	1500.000000
0.000000	83.000000
0.000000	106.000000
0.000000	91.000000
0.000000	432.000000
0.000000	221.000000
0.000000	47.000000
0.000000	133.000000
0.000000	93.000000
0.000000	310.000000
0.958800	1500.000000
0.000000	142.000000
0.000000	171.000000
0.000000	45.000000
0.000000	48.000000
0.047600	1500.000000
0.000000	97.000000
0.000000	70.000000
0.000000	715.000000
0.000000	360.000000
0.000000	188.000000
0.000000	1417.000000
0.000000	76.000000
0.000000	262.000000
0.000000	76.000000
0.000000	125.000000
0.000000	37.000000
0.000000	140.000000
0.000000	664.000000
0.000000	58.000000
0.000000	104.000000
1.000000	907.000000
0.000000	724.000000
0.000000	28.000000
0.000000	49.000000
0.000000	433.000000
0.000000	36.000000
0.000000	529.000000
0.000000	240.000000
1.000000	1159.000000
0.000000	87.000000
0.000000	76.000000
0.000000	129.000000
0.000000	75.000000
0.000000	183.000000
0.000000	69.000000
0.000000	48.000000
0.000000	41.000000
0.000000	108.000000
0.000000	1230.000000
0.000000	1414.000000
0.000000	171.000000
0.000000	109.000000
0.000000	59.000000
0.000000	56.000000
0.000000	127.000000
0.000000	121.000000
0.000000	86.000000
0.000000	120.000000
0.000000	410.000000
0.000000	160.000000
0.000000	211.000000
0.000000	87.000000
0.000000	36.000000
0.000000	853.000000
0.000000	40.000000
0.000000	333.000000
0.291400	1500.000000
0.000000	181.000000
0.000000	131.000000
0.000000	118.000000
0.644800	1500.000000
0.000000	183.000000
0.033800	1500.000000
0.000000	51.000000
1.000000	829.000000
0.000000	53.000000
0.000000	692.000000
0.000000	150.000000
0.000000	97.000000
0.000000	36.000000
0.000000	331.000000
0.000000	490.000000
0.000000	969.000000
0.000000	527.000000
0.000000	19.000000
0.000000	74.000000
0.000000	316.000000
0.000000	184.000000
0.000000	58.000000
0.000000	36.000000
0.000000	304.000000
0.000000	508.000000
1.000000	883.000000
1.000000	761.000000
0.000000	241.000000
0.000000	276.000000
0.000000	81.000000
0.266600	1500.000000
0.000000	152.000000
0.000000	41.000000
1.000000	1191.000000
1.000000	1296.000000
0.000000	75.000000
0.000000	132.000000
0.000000	267.000000
0.000000	25.000000
1.000000	764.000000
0.000000	167.000000
0.000000	139.000000
0.000000	121.000000
0.000000	647.000000
0.000000	33.000000
0.000000	24.000000
0.000000	58.000000
0.000000	452.000000
0.000000	30.000000
0.000000	17.000000
0.000000	58.000000
0.000000	134.000000
0.000000	628.000000
1.000000	645.000000
0.322200	1500.000000
0.641000	1500.000000
0.000000	148.000000
0.000000	40.000000
0.000000	312.000000
1.000000	693.000000
0.000000	223.000000
0.000000	30.000000
0.000000	60.000000
0.783200	1500.000000
0.000000	1431.000000
